chembl_id;organism;canonical_smiles;AUC /ng.hr.mL-1
CHEMBL4290371;Rattus norvegicus;CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)c3)ccc12;21.4
CHEMBL4290041;Rattus norvegicus;CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3)c(F)c2)cc1;786.0
CHEMBL4289783;Rattus norvegicus;Fc1ccc(N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)c(-c2ccccc2)c1;898.2
CHEMBL4289719;Mus musculus;CN(C)CCCCOC(=O)Nc1ccc(Cn2nc(-c3cccc(C(F)(F)F)c3)c3ccccc3c2=O)cc1;883.0
CHEMBL4289707;Rattus norvegicus;N#Cc1cnc(NCc2ccccc2OC(F)(F)F)nc1NC[C@@]12C[C@H]3C[C@@H](C1)[C@H](NCCO)[C@H](C3)C2;329.0
CHEMBL4289556;Mus musculus;Cc1noc(C)c1-c1ccc2nc(-c3cnn(CCO)c3)nc(N3CCOCC3c3ccccc3)c2c1;1757.0
CHEMBL4289350;Rattus norvegicus;CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1;686.0
CHEMBL4289333;Mus musculus;Cc1cc(-n2ccnc2)cnc1-c1ccc(-c2nnn[nH]2)cc1F;14170.0
CHEMBL4289226;Rattus norvegicus;CC1=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2;420.0
CHEMBL4288964;Rattus norvegicus;CCCCc1nc(C(C)C)c(CC(=S)N2CCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1;13350.0
CHEMBL4288947;Rattus norvegicus;CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCSC)c(C)c2)n1CC;11790.0
CHEMBL428848;Rattus norvegicus;CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(N)c1=O)C(=O)C(F)(F)F;5166.67
CHEMBL4288347;Rattus norvegicus;CSc1cc(C)nc(SC)c1NC(=O)CN1CCN(CCSc2nc3ccccc3[nH]2)CC1.Cl;594.0
CHEMBL4288327;Rattus norvegicus;CCC1(CC)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21;106.0
CHEMBL4288300;Rattus norvegicus;COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1;5700.32
CHEMBL4288258;Mus musculus;COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F;38568.0
CHEMBL4288165;Rattus norvegicus;CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1;1979.0
CHEMBL4288117;Mus musculus;FC(F)(F)Oc1ccc(Oc2ccc(N3CCC4(CC3)OCCc3sccc34)cc2)cc1;8740.0
CHEMBL4288001;Rattus norvegicus;CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccc(Cl)cc3O2)cc1;71430.0
CHEMBL4287905;Mus musculus;COc1cc(C(=O)NC(=N)Nc2ccc(C)c(NC(=O)c3ccc(CCc4ccccc4)cc3)c2)cc(OC)c1OC.Cl;136943000.0
CHEMBL4287746;Rattus norvegicus;CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CC2.Cl;1800.0
CHEMBL4287693;Rattus norvegicus;CCN1CCN(c2ccc(Nc3ncc(F)c(-c4ccc5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1;1903.0
CHEMBL4287674;Mus musculus;CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3F)c(F)c2)cc1;96300.0
CHEMBL4287575;Mus musculus;O=C(c1ccc(-c2cccc3[nH]ccc23)s1)c1cc(F)c(F)c(O)c1F;5503.0
CHEMBL4287515;Mus musculus;Cn1c(Cc2ccccc2C(F)(F)F)nc(C(=O)NCc2ccccc2)c(O)c1=O;1060.0
CHEMBL4287425;Rattus norvegicus;CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O;1504.43
CHEMBL4287421;Rattus norvegicus;CN(C)C[C@@H]1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](O)[C@]4(CO4)[C@@H]3C[C@@H]21.O=C(O)/C=C/C(=O)O;173948.79
CHEMBL4287228;Rattus norvegicus;C[C@@H](Oc1cncc(-c2cnc(N)nc2)c1)c1c(Cl)ccc(F)c1Cl;1699.75
CHEMBL4286535;Mus musculus;CCOC(=O)c1c(-c2ccc(OC)cc2)oc2ccc(OCc3cn(CCN4C(=O)/C(=N/NC(N)=S)c5cc(OC)ccc54)nn3)cc12;2564.0
CHEMBL428647;Rattus norvegicus;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;746.0
CHEMBL4286344;Rattus norvegicus;CCCCN(CCCC)CCCOc1c(-c2ccc(OC)c(OC)c2)oc2ccccc2c1=O;51805.98
CHEMBL4286285;Mus musculus;CO/N=C1\C(=O)N(CCCN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)c2ccc(C)cc21;2865.0
CHEMBL4286251;Mus musculus;Cc1cc(-c2ccc(C(=O)c3cc(F)c(F)c(O)c3F)s2)cc(C)c1O;1428.0
CHEMBL4286139;Mus musculus;CC(C)(C)OC(=O)N1CCC2(CCc3cc(-c4ccc(CS(C)(=O)=O)cc4)ccc3O2)CC1;17401.0
CHEMBL4286100;Rattus norvegicus;CCN1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1;1365.0
CHEMBL4286004;Rattus norvegicus;COc1ccc2c(=O)c(OCCCCCN3CCCC3)c(-c3ccc(OC)c(OC)c3)oc2c1;3032.42
CHEMBL4285970;Rattus norvegicus;CSC[C@H](NC(C)=O)C(=O)NC1CCCCC1;3082.0
CHEMBL4285867;Mus musculus;Cn1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)cn1;250.0
CHEMBL428586;Rattus norvegicus;O=C(CC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN2CCCC[C@H]2C1;673.0
CHEMBL4285830;Rattus norvegicus;CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCNCC5)cn4)ncc3F)cc2C12CCCC2;1198.0
CHEMBL4285743;Mus musculus;O=C(c1ccc(-c2cccc(NS(=O)(=O)c3ccccc3OC(F)(F)F)c2)s1)c1cc(F)c(F)c(O)c1F;434.0
CHEMBL4285582;Rattus norvegicus;CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccccc3O2)cc1;274813.0
CHEMBL4285462;Rattus norvegicus;Cc1[nH]nc(Nc2ccnc3ccc(S(=O)(=O)C(C)(C)C)cc23)c1C;3800.0
CHEMBL4285065;Rattus norvegicus;CC(=O)N1N=C(c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)CC1c1ccccc1;4136.83
CHEMBL4285028;Rattus norvegicus;CC[C@@H](Oc1nc(Oc2cc(C)cc(-c3cccc(CN)c3)c2)c(F)cc1F)C(=O)O;13200000000.0
CHEMBL4284942;Mus musculus;CCCN1C(=N)[C@@H]([C@H](C[C@@H]2CCCNC2=O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)c2cc(C)on2)OC1=O;131666.67
CHEMBL4284716;Mus musculus;c1ccc(Oc2ccc(CN3CCC4(CC3)OCCc3sccc34)cc2)cc1;100.0
CHEMBL4284430;Mus musculus;Cc1noc(C)c1-c1ccc2nc(C(=O)NC3CCN(C)CC3)nc(NCc3cccc(Cl)c3)c2c1;54.0
CHEMBL4284400;Mus musculus;COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F;13755.0
CHEMBL4284301;Rattus norvegicus;CCC1(C)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21;404.0
CHEMBL4284158;Rattus norvegicus;COc1ccc2c(=O)c(OCCCN3CCN(C)CC3)c(-c3ccc(OC)c(OC)c3)oc2c1;16599.23
CHEMBL4283898;Mus musculus;Cc1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)on1;90.0
CHEMBL4283851;Mus musculus;COc1c(Cl)cc(-c2ccc(C(=O)c3cc(F)c(F)c(O)c3F)s2)cc1Cl;609.0
CHEMBL4283796;Mus musculus;CCN(CC(=O)O)CC(=O)N1CCC[C@H]1c1cc(C(=O)Nc2ncc(F)s2)c(C)s1;8600.0
CHEMBL4283787;Mus musculus;Cn1nc2c(=O)n(CC3(O)CCN(C(=O)C[C@H](c4ccccc4)C(F)(F)F)CC3)cnc2c1-c1ccc(CN)cc1;1904.0
CHEMBL4283638;Mus musculus;CC(c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1)N1CCCC1;3220.0
CHEMBL4283244;Mus musculus;COc1cc(C(=O)NC(=N)Nc2ccc(C)c(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)c2)cc(OC)c1OC.Cl;223000.0
CHEMBL4283230;Rattus norvegicus;COc1cc2c(cc1NS(=O)(=O)c1cc(Br)ccc1OC)OC(C)(C)C(=O)N2;3520.79
CHEMBL4283180;Mus musculus;CC(C)(C)OC(=O)N1CCC2(CCc3cc(-c4ccc(CS(=O)(=O)Cc5ccccc5)cc4)ccc3O2)CC1;2176.0
CHEMBL4282981;Rattus norvegicus;CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C(C)(CC)C(C)=N5)n3)nc2)CC1;412.0
CHEMBL4282905;Rattus norvegicus;CSc1cc(C)nc(SC)c1NC(=O)CN1CCN(CCSc2nc3ccccc3o2)CC1;4125.0
CHEMBL4282387;Rattus norvegicus;Cc1c(OCC(O)CN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12;239.42
CHEMBL428231;Rattus norvegicus;Cc1c[nH]c2cc(C(=O)N[C@@H](C(=O)N3CCC(CN4CCCCC4)CC3)c3ccccc3)ccc12;14000.0
CHEMBL428196;Mus musculus;COc1cc2c(cc1C(=O)N[C@H]1CC[C@H](O)CC1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2;4200.0
CHEMBL4281823;Rattus norvegicus;CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21;14855.21
CHEMBL4281739;Rattus norvegicus;COc1ccc2c(c[n+]3c4c2cc(Cc2ccccc2C)c2c5c(cc(c24)CC3)OCO5)c1OC.[Br-];28.3
CHEMBL4281514;Rattus norvegicus;CCC1(C)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)cc21;496.0
CHEMBL4281393;Rattus norvegicus;N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21;466.0
CHEMBL4281335;Mus musculus;C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4C[C@H](C)O[C@H](C)C4)cc3)n2)C1;14.0
CHEMBL4281048;Mus musculus;COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1;662.3
CHEMBL4280997;Mus musculus;COc1cc2c(N3CCN(C)CC3)nc(N(C)C)nc2cc1OC1CCCC1;513.0
CHEMBL4280886;Mus musculus;Brc1ccc(Nc2ccc(CN3CCC4(CC3)OCCc3sccc34)cc2)cc1;17870.0
CHEMBL4280521;Rattus norvegicus;CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CC2.O=C(O)CC(O)(CC(=O)O)C(=O)O;2000.0
CHEMBL4280423;Rattus norvegicus;CCC1(C)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21;270.0
CHEMBL4279819;Rattus norvegicus;CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CC2;920.0
CHEMBL4279774;Rattus norvegicus;COc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1ccc(Cl)cc1;1498.0
CHEMBL4279772;Rattus norvegicus;CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(C#N)ccn3)c(F)c2)cc1;218.0
CHEMBL4279519;Rattus norvegicus;COc1c([C@@H]2O[C@H](CO)[C@@H](F)[C@H](O)[C@H]2O)cc(Cc2ccc3c(c2)OCCO3)c2c1CCO2;1600.0
CHEMBL4279126;Rattus norvegicus;CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccc(C)cc3O2)cc1;65249.0
CHEMBL4279078;Rattus norvegicus;C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CN(C)C)[C@H]3[C@@H]3O[C@@]132.O=C(O)/C=C/C(=O)O;9999.45
CHEMBL427860;Mus musculus;Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1;1410.0
CHEMBL4278561;Rattus norvegicus;CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NCc2ccc(Sc3ccccc3)cc2)C1;1594.62
CHEMBL4277939;Rattus norvegicus;CC[C@@H](Oc1nc(Oc2cccc(-c3cccc(CN)c3)c2)c(F)cc1F)C(=O)O;2200000000.0
CHEMBL4277900;Mus musculus;CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2;1531.0
CHEMBL4277584;Rattus norvegicus;COc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1csc(Cl)c1;2660.0
CHEMBL4277525;Rattus norvegicus;CC1=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc2C12CCCC2;1000.0
CHEMBL4277475;Mus musculus;OCc1ccc(Oc2ccc(N3CCC4(CC3)OCCc3sccc34)cc2)cc1;40.0
CHEMBL4277101;Rattus norvegicus;O=C1[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1;1002.26
CHEMBL427710;Rattus norvegicus;CCN(C(=O)Nc1ccc(SC(F)(F)F)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1;101020.0
CHEMBL4276993;Rattus norvegicus;CC1=Nc2ccc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc2C12CCCC2;980.0
CHEMBL427487;Rattus norvegicus;Cc1nc2cc(OC[C@H](O)CN3C(C)CN(CC(=O)Nc4c(C)cccc4C)CC3C)ccc2s1;128.0
CHEMBL427292;Rattus norvegicus;CN(C)CCCOc1cc(-c2ccccc2)n(Cc2ccccc2)n1;15.5
CHEMBL427202;Rattus norvegicus;Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1;7200.0
CHEMBL427070;Mus musculus;CC(C)OC(=O)CCCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2;84.0
CHEMBL426325;Rattus norvegicus;COC(=O)NC(C)C#Cc1cnc(Oc2ccc(OC(C)C)cc2)s1;18900.0
CHEMBL425980;Rattus norvegicus;CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(F)cc(C(F)(F)F)c2)cc1;15391.0
CHEMBL425647;Rattus norvegicus;Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl;2540.0
CHEMBL42557;Rattus norvegicus;c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1;47.0
CHEMBL425410;Rattus norvegicus;CN1CCN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)[C@@H]2CC[C@]3(c4cccnc4)C[C@H]23)CC1;1001.0
CHEMBL4250878;Rattus norvegicus;Cc1cc(N2CCc3sccc3C2)cc(C)c1NC(=O)CC(C)(C)C;687.21
CHEMBL425069;Rattus norvegicus;COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21;2667.0
CHEMBL425048;Rattus norvegicus;Nc1nc(N)c(-c2ccc(NCc3ccc(Cl)cc3)cc2)c(COCc2ccccc2)n1;120.0
CHEMBL4250329;Mus musculus;Nc1nc(Nc2ccc(F)cc2)nc(Oc2ccc(F)cc2)n1;9349.0
CHEMBL4250271;Mus musculus;COc1ncc(-c2cc(OC[C@@H]3CCCN(CCC4CCOCC4)C3)c3cnn(C)c3n2)cc1NS(C)(=O)=O;1420.0
CHEMBL4250076;Rattus norvegicus;N[C@@]12CCC[C@@H]1CNC2;210.0
CHEMBL4249798;Rattus norvegicus;Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1;4162.0
CHEMBL4249790;Rattus norvegicus;O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12;101.0
CHEMBL4249477;Rattus norvegicus;COc1ccc(-c2nn(Cc3nc4cccc(F)c4c(=O)n3-c3c(C)cccc3C)c3ncnc(N)c23)cc1OC;1014.0
CHEMBL424931;Mus musculus;CC(C)(Oc1ccc(Cl)cc1)C(=O)N[C@H]1C2C[C@@H]3C[C@H]1C[C@@](Cc1nnn[nH]1)(C2)C3;3400.0
CHEMBL4249273;Mus musculus;CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N/OCCCC#N)cc1OC2(C)C;1235.0
CHEMBL4249055;Mus musculus;NC(=O)c1ccc(-c2cc(-c3ccc(-c4nccs4)cc3)nc(-c3ccco3)c2)cc1;44000.0
CHEMBL424897;Rattus norvegicus;Cc1cc(Oc2ccc(F)cc2Cl)ccc1Nc1snc(O)c1/C(N)=N/C(C)CO;12696.0
CHEMBL424894;Rattus norvegicus;C[C@@H](CN1CC(C)(C)c2cc(F)ccc21)NC(=O)O[C@@H](CC1CCCCC1)C(=O)N1CCOCC1;1350.0
CHEMBL4248881;Rattus norvegicus;N[C@@]12CCCC[C@H]1CNC2;4760.0
CHEMBL424872;Rattus norvegicus;CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N;6320.0
CHEMBL4248282;Rattus norvegicus;Cc1ccc([C@H](CCN2[C@H]3CC[C@@H]2C[C@@H](n2c(C)nnc2C(C)C)C3)NC(=O)C2CCC(F)(F)CC2)s1;2330.2
CHEMBL4248209;Rattus norvegicus;COC[C@H](NC(=O)c1cc(Cl)ccc1Cl)C(=O)N[C@@H](CC(C)C)B1OCCNCCO1;591.0
CHEMBL4247938;Mus musculus;O=c1nc(N2CCC(CN3CCC(C(F)(F)F)CC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12;2489.0
CHEMBL4247298;Rattus norvegicus;Cc1ccc(NC(=O)c2ccc(CN(CCN(C)C)C(=O)c3cccnc3)cc2)cc1Nc1nccc(-c2cccnc2)n1;115.46
CHEMBL4247249;Rattus norvegicus;CC(C)c1cccc(C(C)C)c1NC(=O)CCCCCCCCSc1nc2ccccc2o1;358.0
