chembl_id;organism;canonical_smiles;Vdss /L.kg-1
CHEMBL574436;Rattus norvegicus;COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)nc2C)c1=O;19.0
CHEMBL574128;Rattus norvegicus;CC(=O)O[C@H]1CC2=C([C@H](C)C[C@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)OC(C)=O)CC[C@]2(C)[C@@]2(C)CC[C@H]3C(C)(C)C(=O)CC[C@]3(C)[C@H]12;5.73
CHEMBL573978;Rattus norvegicus;COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C#N)c(OC(F)F)nc2C)c1=O;11.0
CHEMBL573976;Rattus norvegicus;CC[C@H](C1CC1)n1cc(C#N)nc(Nc2cc(C)c(OC)nc2C)c1=O;11.0
CHEMBL573677;Rattus norvegicus;C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1;1.9
CHEMBL573;Mus musculus;O=C(O)c1cccnc1;1.0
CHEMBL572589;Rattus norvegicus;COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC(F)F)nc2C)c1=O;42.0
CHEMBL572163;Rattus norvegicus;CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1;2.1
CHEMBL572098;Rattus norvegicus;O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1;2.2
CHEMBL571976;Rattus norvegicus;CC1=C(c2nc3cc(F)ccc3n2C)C(c2ccc(Cl)c(Cl)c2)n2nccc2N1;1.6
CHEMBL571812;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2nc(-c3ccccc3)cc(N3CCC(COC)CC3)n2)CC1;0.15
CHEMBL571703;Rattus norvegicus;Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1Nc1ncccc1-c1ccncn1;3.7
CHEMBL571584;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN)CC3)nc(-c3ccccc3)n2)CC1;4.9
CHEMBL571353;Rattus norvegicus;Cc1nc(C(F)(F)F)ccc1C(=O)Nc1ccc(Cl)c(-c2ccccn2)c1;0.95
CHEMBL571278;Rattus norvegicus;C#Cc1cccc(Nc2nccc3c(Nc4ncccc4-c4cc(NC)ncn4)c(C)ccc23)c1;2.2
CHEMBL571202;Rattus norvegicus;CN1CCN(c2cccc3nc(CN(CC4CC4)[C@H]4CCCc5cccnc54)cn23)CC1;6.0
CHEMBL571104;Mus musculus;CN1CCN(c2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)c2)CC1;18.3
CHEMBL571000;Rattus norvegicus;O=CNCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;0.2
CHEMBL570984;Rattus norvegicus;CC(C)N1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)cn23)CC1;10.6
CHEMBL570899;Rattus norvegicus;Cc1cc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1;1.1
CHEMBL570867;Rattus norvegicus;Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(=O)N(C)C)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1;3.3
CHEMBL570833;Mus musculus;CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CC6CCC(C5)O6)c5cnn(CC(F)(F)F)c5n4)cc3)cc2)CC1;1.2
CHEMBL570791;Rattus norvegicus;CCCN(Cc1cn2c(N3CCN(C)CC3)cccc2n1)[C@H]1CCCc2cccnc21;6.2
CHEMBL570667;Rattus norvegicus;NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1;22.0
CHEMBL570593;Rattus norvegicus;CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1C#N;1.18
CHEMBL570573;Rattus norvegicus;CNc1cc(-c2cccnc2Nc2c(C)ccc3c(Nc4ccc5sc(C)nc5c4)nccc23)ncn1;0.72
CHEMBL570571;Rattus norvegicus;O=C1Nc2ccc(-c3ccn[nH]3)cc2[C@](CNC(=O)c2ccc(F)cc2)(C(F)(F)F)O1;0.7
CHEMBL570567;Mus musculus;CNc1cc(-c2cccnc2Nc2c(C)ccc3c(Nc4ccc(C#N)cc4)nccc23)ncn1;0.37
CHEMBL570522;Rattus norvegicus;CN1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)cn23)CC1;4.9
CHEMBL570387;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N(CC)CC)CC3)nc(-c3ccccc3)n2)CC1;0.21
CHEMBL570385;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(N)=O)CC3)nc(-c3ccccc3)n2)CC1;2.4
CHEMBL570301;Rattus norvegicus;CN(C)[C@H]1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)cn23)C1;4.5
CHEMBL570295;Rattus norvegicus;CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)NCC)CC3)cc(-c3ccccc3)n2)CC1;0.3
CHEMBL570217;Rattus norvegicus;CC(C)[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1;5.1
CHEMBL570214;Mus musculus;CN1CCN(Cc2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)cc2)CC1;31.9
CHEMBL570064;Rattus norvegicus;CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N4CCCC4)CC3)nc(-c3ccccc3)n2)CC1;3.9
CHEMBL570015;Rattus norvegicus;COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1;0.75
CHEMBL569966;Rattus norvegicus;CC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1;4.5
CHEMBL569882;Rattus norvegicus;CNc1ncc2cc(-c3c(C)ccc4c(Nc5cc(C(C)(C)C)nn5C)nccc34)ccc2n1;5.5
CHEMBL569748;Mus musculus;CN1CCN(Cc2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1;28.4
CHEMBL569720;Rattus norvegicus;Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1;1.6
CHEMBL569716;Mus musculus;CN1CCN(c2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)cc2)CC1;5.4
CHEMBL569434;Mus musculus;CCOc1ccc(Cc2cc([C@@H]3OC(OC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;2.93
CHEMBL569391;Rattus norvegicus;O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nccnc12;0.145
CHEMBL569327;Mus musculus;CN1CCN(Cc2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)nc2)CC1;11.7
CHEMBL569182;Rattus norvegicus;COc1cc([C@@H](C)N[C@H](C)c2cccc(Cl)c2)nn1-c1ccc(Br)cc1;7.0
CHEMBL569097;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCN(C)C)cc(-c3ccccc3)n2)CC1;3.2
CHEMBL568872;Mus musculus;CN1CCN(Cc2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)cc2)CC1;16.07
CHEMBL568580;Rattus norvegicus;CN1CCN(c2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3c2)CC1;12.0
CHEMBL568265;Rattus norvegicus;Cn1cc(C(=O)Nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3CO[C@H]3CC[C@H](C(=O)O)CC3)cc2Cl)c2ccccc21;0.139
CHEMBL568138;Rattus norvegicus;COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1;0.201
CHEMBL567915;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN4CCCC4)CC3)nc(-c3ccccc3)n2)CC1;7.7
CHEMBL567740;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)NCC)CC3)nc(-c3ccccc3)n2)CC1;0.2
CHEMBL567709;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(OCCO)CC3)nc(-c3ccccc3)n2)CC1;0.8
CHEMBL567671;Rattus norvegicus;COCC1=C(c2nc3cc(F)ccc3n2C)C(c2ccc(Cl)c(Cl)c2)n2nccc2N1;2.1
CHEMBL567561;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N4CCCC4)CC3)nc(-c3ccccc3)n2)CC1;0.2
CHEMBL567468;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(COC)CC3)nc(-c3ccccc3)n2)CC1;1.1
CHEMBL567416;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNC)CC3)nc(-c3ccccc3)n2)CC1;2.0
CHEMBL567396;Rattus norvegicus;O=C(Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2CO[C@H]2CC[C@H](C(=O)O)CC2)cc1Cl)c1c[nH]c2ccccc12;0.668
CHEMBL567050;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2nc(-c3ccccc3)cc(N3CCC(CN)CC3)n2)CC1;0.28
CHEMBL566685;Rattus norvegicus;COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1;0.303
CHEMBL566574;Rattus norvegicus;O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1cc(Cl)c(Cl)cc1NS(=O)(=O)c1cccc2nccnc12;0.129
CHEMBL566248;Rattus norvegicus;CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C)cn1;3.5
CHEMBL565990;Rattus norvegicus;CCn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1;0.82
CHEMBL565885;Rattus norvegicus;CNc1cc(-c2cccnc2Nc2c(C)ccc3c(Nc4ccc(Cl)cc4)nccc23)ncn1;1.7
CHEMBL565884;Rattus norvegicus;Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Nc1ncccc1-c1ccncn1;2.2
CHEMBL565807;Rattus norvegicus;CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccccc6)CC5)cc4F)c3s2)c1;2.2
CHEMBL565782;Rattus norvegicus;CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)N(C)c5ccccc5)cc4F)c3s2)c1;0.33
CHEMBL565632;Rattus norvegicus;CN(C)CCOc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc2c1;48.2
CHEMBL565612;Rattus norvegicus;CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1;6.5
CHEMBL565324;Rattus norvegicus;O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1cc(Cl)c(Cl)cc1NS(=O)(=O)c1cccc2nsnc12;0.203
CHEMBL565298;Rattus norvegicus;O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12;0.105
CHEMBL565122;Rattus norvegicus;C[C@H](Cc1ccccc1)n1c(-c2ccccc2O)nc2ccnc(C(F)(F)F)c2c1=O;1.4
CHEMBL565022;Rattus norvegicus;CCN1C[C@@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;35.0
CHEMBL564840;Rattus norvegicus;Cl.O=c1n(C[C@@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1;4.8
CHEMBL564555;Rattus norvegicus;CC(C)Cc1cc(-c2c[nH]c3ncc(-c4ccccc4)cc23)ccc1C(=O)O;0.62
CHEMBL564552;Rattus norvegicus;CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1;1.7
CHEMBL564463;Rattus norvegicus;O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1;2.0
CHEMBL564363;Rattus norvegicus;CS(=O)(=O)CCCn1c(CN2C(=O)/C(=N/OCCF)c3cccnc32)nc2ccccc21;1.8
CHEMBL564248;Rattus norvegicus;O=C(Cn1cnc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F;0.3
CHEMBL564088;Rattus norvegicus;O=C(CN1CC2CC(=O)Nc3cccc1c32)Nc1ccc2c(c1)C[C@]1(C2)C(=O)Nc2ncccc21;1.6
CHEMBL564054;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3c(F)cccc3F)c21;1.9
CHEMBL563986;Rattus norvegicus;O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccc(F)cc1;0.5
CHEMBL563980;Sus scrofa;Cl.O=c1n(C[C@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1;3.7
CHEMBL563978;Rattus norvegicus;O=c1c2c(C(F)(F)F)nccc2nc(-c2ncccc2O)n1CCC1CCCCC1;3.2
CHEMBL563824;Rattus norvegicus;CC(Cc1ccc(Oc2cc(N3CCN(Cc4ccccc4)CC3)nc(N)n2)cc1)(Oc1ccccc1)C(=O)O;0.8
CHEMBL563657;Rattus norvegicus;Cl.O=c1n(C(CO)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1;5.3
CHEMBL563646;Rattus norvegicus;CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1;0.49
CHEMBL563341;Rattus norvegicus;CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1;55.9
CHEMBL563234;Rattus norvegicus;CC(C)(CC(=O)NC1CC1)CC(=O)N[C@H]1C2CC3CC1C[C@](C(N)=O)(C3)C2;3.1
CHEMBL563215;Rattus norvegicus;C[C@H](Cc1ccc(F)c(F)c1)n1c(-c2ncccc2O)nc2ccnc(C(F)(F)F)c2c1=O;8.6
CHEMBL563097;Rattus norvegicus;CONC(=O)c1ccc(C)c(Nc2cc(=O)n(C)c3c2cnn3-c2ccc(F)cc2F)c1;1.7
CHEMBL562971;Rattus norvegicus;CNc1nc2[nH]c(-c3cccc(CNC(=O)CCOC)c3)cc2c2c1ncn2C;0.2
CHEMBL562931;Rattus norvegicus;CC(C)(C(=O)O)c1ccc(-c2c[nH]c3ncc(-c4cccc(C#N)c4)cc23)cc1;2.5
CHEMBL562528;Rattus norvegicus;CCn1c(=O)cc(Oc2cc(C(=O)NC3CC3)ccc2C)c2cnn(-c3ccc(F)cc3)c21;1.1
CHEMBL562527;Rattus norvegicus;CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21;1.8
CHEMBL562318;Rattus norvegicus;Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1;2.3
CHEMBL562219;Rattus norvegicus;C[C@@H](C1CC1)n1cc(Cl)nc(Nc2c(Cl)cc(OC(F)F)cc2Cl)c1=O;4.7
CHEMBL562086;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2c(ccn2Cc2cccc(C(=O)O)c2)c1;0.07
CHEMBL561932;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21;0.97
CHEMBL561768;Rattus norvegicus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN(C)C)cc3)nc1-2.Cl;4.04
CHEMBL561767;Mus musculus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN4CCN(C)CC4)cc3)nc1-2.Cl;3.227
CHEMBL561652;Rattus norvegicus;C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1;0.19
CHEMBL561564;Mus musculus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2.Cl;4.822
CHEMBL561526;Rattus norvegicus;CC(C)(C(=O)O)c1ccc(-c2c[nH]c3ncc(-c4ccc5ccccc5c4)cc23)cc1;0.67
CHEMBL561484;Rattus norvegicus;CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1;13.6
CHEMBL561339;Rattus norvegicus;CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1;18.1
CHEMBL561318;Rattus norvegicus;O=C(CN1C[C@H](O)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F;1.1
CHEMBL561312;Mus musculus;COC(=O)Nc1ccc2sc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1;1.7
CHEMBL561311;Mus musculus;COC(=O)Nc1ccc2sc3cc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)ccc3c2c1;3.7
CHEMBL561132;Rattus norvegicus;CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1;0.98
CHEMBL560775;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1;3.7
CHEMBL560730;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1Oc1cc(=O)n(C)c2c1cnn2-c1c(F)cccc1F;1.3
CHEMBL560667;Rattus norvegicus;Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCC#N)c1-c1cc(F)cc(F)c1;5.2
CHEMBL560592;Mus musculus;NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;2.7
CHEMBL560531;Mus musculus;CC(C)NC(=O)[C@@H]1C[C@@H](NC(=O)c2ccccc2)CN1C(=O)CN;2.0
CHEMBL560514;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(N2CCC(C(=O)O)CC2)cc1Cl;2.0
CHEMBL560423;Rattus norvegicus;O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl;8.5
CHEMBL560390;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3cc(F)ccc3F)c21;1.2
CHEMBL560386;Rattus norvegicus;COc1cccc2c1O[C@@H](c1ccc(OCCCN3CCCC3)cc1)[C@H](C)S2(=O)=O;21.5
CHEMBL560241;Rattus norvegicus;Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1;0.7
CHEMBL560220;Rattus norvegicus;Cc1ccc2c(N/C(=N\C#N)N3CCN(C(=O)c4ccc(Cl)cc4)CC3C(C)C)cccc2n1;11.8
CHEMBL560009;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1;10.3
CHEMBL559968;Rattus norvegicus;O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl;0.3
CHEMBL559701;Rattus norvegicus;Cc1cn([C@H](C)C2CC2)c(=O)c(Nc2c(C)cc(Cl)cc2C)n1;12.0
CHEMBL559638;Rattus norvegicus;O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1;1.1
CHEMBL559606;Rattus norvegicus;C[C@H](Cc1ccccc1)n1c(-c2ncccc2Cl)nc2ccnc(C(F)(F)F)c2c1=O;6.0
CHEMBL559437;Rattus norvegicus;COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)cc2C)c1=O;97.0
CHEMBL559391;Rattus norvegicus;Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1ccccc1Cl;1.8
CHEMBL559327;Rattus norvegicus;CC(C)N1C[C@@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;42.0
CHEMBL559212;Rattus norvegicus;CCCN1C(=O)N2C[C@@H](C(C)C)N=C2c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc21.Cl;0.9
CHEMBL559147;Mus musculus;C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1;3.8
CHEMBL559126;Rattus norvegicus;CCCNc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)c1;3.8
CHEMBL558912;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1c(F)cccc1F;1.2
CHEMBL558752;Mus musculus;Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21;3.3
CHEMBL558664;Rattus norvegicus;CN1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1;39.0
CHEMBL558642;Rattus norvegicus;O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1;0.77
CHEMBL558637;Rattus norvegicus;O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](OCCO)C1)Nc1ccc(-n2ccccc2=O)cc1F;1.1
CHEMBL558448;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c21;1.2
CHEMBL558267;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2sc(-c3cccc(C(=O)O)c3)cc2c1;0.72
CHEMBL557980;Rattus norvegicus;CCCN1C(=O)N2C[C@@H](CC)N=C2c2[nH]c(C34CCC(O)(CC3)CC4)nc21.Cl;4.1
CHEMBL557527;Rattus norvegicus;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)cn1;0.3
CHEMBL557152;Rattus norvegicus;CCCN1C(=O)N2C[C@@H](C(C)C)N=C2c2[nH]c(C34CCC(O)(CC3)CC4)nc21.Cl;1.7
CHEMBL557062;Rattus norvegicus;CCC(=O)ON1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1;15.5
CHEMBL556367;Rattus norvegicus;CN1CCCN(S(=O)(=O)c2c(Cl)ccc(Nc3c(Nc4ccccc4Br)c(=O)c3=O)c2O)CC1.Cl;0.24
CHEMBL556298;Rattus norvegicus;C[C@H](Cc1ccccc1)n1c(-c2cccc(F)c2O)nc2ccnc(C(F)(F)F)c2c1=O;3.6
CHEMBL556142;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N(C)CCS(C)(=O)=O)cc(-c3ccccc3)n2)CC1;1.3
CHEMBL556089;Rattus norvegicus;C[C@H](C1CC1)n1cc(C#N)nc(Nc2c(Cl)cc(OC(F)F)cc2Cl)c1=O;13.0
CHEMBL555342;Rattus norvegicus;CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1;1.5
CHEMBL554267;Rattus norvegicus;Cc1cc(C)c(S(=O)(=O)N[C@H](CNC(=O)c2coc(C)n2)C(=O)O)c(C)c1;0.8
CHEMBL553175;Rattus norvegicus;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)nc1;0.3
CHEMBL552972;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCNCC3)cc(-c3ccccc3)n2)CC1;3.1
CHEMBL552971;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1;2.3
CHEMBL552567;Rattus norvegicus;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)nn1;0.51
CHEMBL552394;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(N2CCOCC2)cc1Cl;4.5
CHEMBL552382;Rattus norvegicus;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;2.7
CHEMBL552284;Rattus norvegicus;CN1C[C@@H](N(Cc2cccc(F)c2F)c2ccc(C#N)c(Cl)c2)CC1=O;3.4
CHEMBL552023;Rattus norvegicus;CCN1C[C@@H](N(Cc2cc(F)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;15.0
CHEMBL551991;Rattus norvegicus;Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1;0.19
CHEMBL551735;Mus musculus;O=C(C=C1CCN(C(=O)c2ccccc2O)CC1)N[C@@H]1CCN(Cc2ccc3cc(F)ccc3c2)C1;9.877
CHEMBL551717;Rattus norvegicus;Cc1ccccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-];2.3
CHEMBL551051;Rattus norvegicus;O=C(N[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21)c1ccccn1;1.6
CHEMBL550971;Mus musculus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(OC4CCN(C)CC4)cc3)nc1-2.Cl;5.273
CHEMBL550795;Rattus norvegicus;O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1;8.8
CHEMBL550519;Rattus norvegicus;CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c21;1.5
CHEMBL550467;Rattus norvegicus;C[C@H](Cc1ccccc1)n1c(-c2ncccc2C(F)(F)F)nc2ccnc(C(F)(F)F)c2c1=O;2.9
CHEMBL550424;Rattus norvegicus;CC(C)(CC(=O)NC1CC1)CC(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2;2.7
CHEMBL550356;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(N2CCC(C(N)=O)CC2)cc1Cl;4.6
