chembl_id;organism;canonical_smiles;F /%
CHEMBL1835484;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;100.0
CHEMBL1835222;Rattus norvegicus;O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCS(=O)(=O)CC4)n3)cc2)C(=O)N1C1CC1;100.0
CHEMBL1835153;Rattus norvegicus;NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12;67.0
CHEMBL1835142;Rattus norvegicus;Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1;65.0
CHEMBL1835119;Rattus norvegicus;CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O;4.0
CHEMBL1835072;Rattus norvegicus;COc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1;10.0
CHEMBL1835071;Rattus norvegicus;Cc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1;30.0
CHEMBL1835065;Rattus norvegicus;Cc1cccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)c1;14.0
CHEMBL1835049;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3[nH]c(C(=O)O)cc3c2)cc1;7.1
CHEMBL1835048;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3oc(C(=O)O)cc3c2)cc1;20.0
CHEMBL1835044;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)c[nH]c3c2)cc1;5.1
CHEMBL1835014;Rattus norvegicus;CCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12;87.0
CHEMBL1834968;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)csc3c2)cc1;0.0
CHEMBL1834949;Rattus norvegicus;O=c1[nH]ccc2c1c1cc(F)ccc1n2-c1ccccc1;89.0
CHEMBL1834793;Rattus norvegicus;Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc21;2.65
CHEMBL1834752;Rattus norvegicus;Cc1nn(-c2ccc(C(=O)N[C@@H]3CCCc4cc(CN5CCCCC5)ccc43)cn2)c(=O)c2c(F)cccc12;61.0
CHEMBL1834682;Rattus norvegicus;O=C(CN(C(=O)c1ccc(-c2ccccn2)cc1)C1CCOCC1)Nc1cc(F)cc(F)c1;25.0
CHEMBL1834681;Rattus norvegicus;O=C(CN(C(=O)c1ccc(-c2ccccn2)cc1)C1CCCOC1)Nc1cc(F)cc(F)c1;15.0
CHEMBL1834657;Mus musculus;CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O;32.0
CHEMBL1834619;Rattus norvegicus;Cc1nn(-c2ccc(C(=O)N[C@@H]3CCCc4cc(CN5CCCCC5)ccc43)cn2)c(=O)c2c(Cl)cccc12;98.0
CHEMBL1834616;Rattus norvegicus;Cc1nn(-c2ccc(C(=O)N[C@@H]3CCCc4cc(CN5CCCCC5)ccc43)cc2)c(=O)c2c(Cl)cccc12;90.0
CHEMBL183460;Rattus norvegicus;Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1;40.0
CHEMBL1834544;Rattus norvegicus;C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1O[C@@H](c3ccc(CSc4ccc(O)c(Cl)c4)cc3)O[C@]12C(=O)CO;1.0
CHEMBL1834537;Rattus norvegicus;CSc1cccc(Sc2ccc([C@@H]3O[C@@H]4C[C@H]5[C@@H]6C[C@H](F)C7=CC(=O)C=C[C@]7(C)[C@@]6(F)[C@@H](O)C[C@]5(C)[C@]4(C(=O)CO)O3)cc2)c1;0.5
CHEMBL1834345;Rattus norvegicus;CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(C)(C)C=N1;45.0
CHEMBL1834184;Rattus norvegicus;CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1;46.0
CHEMBL1834096;Mus musculus;CSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1;4.5
CHEMBL1833985;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3cc(C(=O)O)[nH]c3c2)cc1;3.0
CHEMBL1830885;Rattus norvegicus;O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1ccccc1F;28.0
CHEMBL1830420;Rattus norvegicus;CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC;1.4
CHEMBL1830397;Rattus norvegicus;CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(/C=C/C(=O)NO)ccc21;4.0
CHEMBL1830396;Rattus norvegicus;CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNC(C)C;9.0
CHEMBL1830240;Rattus norvegicus;COc1cc(C(=O)c2csc(Nc3ccc(F)cc3)n2)cc(OC)c1OC.Cl;21.0
CHEMBL1830239;Rattus norvegicus;COc1cc(C(=O)c2csc(Nc3ccccc3)n2)cc(OC)c1OC.Cl;11.0
CHEMBL1830233;Rattus norvegicus;COc1cc(C(=O)c2csc(-c3ccc(CN)cc3)n2)cc(OC)c1OC.Cl;0.2
CHEMBL1829768;Rattus norvegicus;C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O;83.0
CHEMBL1829763;Rattus norvegicus;C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O;94.0
CHEMBL1829761;Rattus norvegicus;C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O;23.0
CHEMBL1829759;Rattus norvegicus;C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O;19.0
CHEMBL1829756;Rattus norvegicus;O=C1OC(CCO)(c2ccccc2)CCN1c1cccc(-c2ccc(F)cc2F)c1;44.0
CHEMBL1829740;Rattus norvegicus;Cc1cccc(N2CCC(C)(c3ccccc3)OC2=O)c1;4.0
CHEMBL1829485;Rattus norvegicus;C[C@H](COc1ccc(-c2ccc(=O)n(C)n2)cc1)CN1CCC[C@H]1C;38.0
CHEMBL1829477;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)n2)cc1F;42.0
CHEMBL1829476;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2n[nH]c(=O)cc2-c2ccccn2)cc1;10.0
CHEMBL1829475;Rattus norvegicus;Cc1cc(=O)[nH]nc1-c1ccc(OCCCN2CCC[C@H]2C)cc1;35.0
CHEMBL1829474;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2cc(-c3ccccn3)c(=O)[nH]n2)cc1;10.0
CHEMBL1829472;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(-c3ncccn3)n2)cc1;56.0
CHEMBL1829470;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(-c3ccccc3)n2)cc1;10.0
CHEMBL182937;Rattus norvegicus;C[C@H](Nc1nc(N)nc(NCCOc2ccc(F)cc2)n1)c1ccc(F)cc1;57.0
CHEMBL1829335;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1;83.0
CHEMBL1829173;Rattus norvegicus;CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1;84.0
CHEMBL1828889;Rattus norvegicus;CCCN(CCC)c1c(C)c(Nc2ccc(OC)cc2Cl)nc2ccnn12;16.0
CHEMBL1825163;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1cnc2c(c1)NC(=O)C21CCCC1.Cl;65.0
CHEMBL1825147;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCOCC1;40.0
CHEMBL1825145;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCN(C)CC1;35.0
CHEMBL1824916;Rattus norvegicus;O=C(Nc1ccc(-c2cc(-c3ccccc3)ccn2)cc1)c1ccccc1Cl;27.0
CHEMBL1824909;Rattus norvegicus;O=C(Nc1ccc(-c2nc(-c3ccccc3)c(C(F)(F)F)o2)cc1)c1ccccc1Cl;47.0
CHEMBL1824904;Rattus norvegicus;O=C(Nc1ccc(NC(=O)c2ccccc2Cl)cc1)c1ccccc1;12.0
CHEMBL1824505;Rattus norvegicus;COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1;1.0
CHEMBL1824504;Rattus norvegicus;COCCOc1cc(CCOC)cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1;17.0
CHEMBL1824501;Rattus norvegicus;COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)cc(OCCOC)c1.Cl;3.0
CHEMBL1824500;Rattus norvegicus;COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1.Cl;27.0
CHEMBL1824499;Rattus norvegicus;COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1;16.0
CHEMBL1824306;Rattus norvegicus;COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC.Cl;56.0
CHEMBL1824305;Rattus norvegicus;CCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC.Cl;16.0
CHEMBL1824304;Rattus norvegicus;COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCOCC1.Cl;20.0
CHEMBL1824303;Rattus norvegicus;COCCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC.Cl;13.0
CHEMBL1824302;Rattus norvegicus;CCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC.Cl;30.0
CHEMBL1824301;Rattus norvegicus;COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2cc1OC.Cl;22.0
CHEMBL1824300;Rattus norvegicus;COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC.Cl;24.0
CHEMBL1824299;Rattus norvegicus;COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC.Cl;49.0
CHEMBL1824298;Rattus norvegicus;COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC.Cl;1.9
CHEMBL1824297;Rattus norvegicus;COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCCN1CCOCC1;18.0
CHEMBL1824296;Rattus norvegicus;COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCN1CCOCC1;52.0
CHEMBL1824293;Rattus norvegicus;COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1O;1.0
CHEMBL1824290;Rattus norvegicus;COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCOCC1;11.0
CHEMBL1824286;Rattus norvegicus;COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)c(F)cc3F)c2cc1OC;14.0
CHEMBL182418;Rattus norvegicus;C[C@H](Nc1nc(N)nc(NCCc2ccccn2)n1)c1ccc(F)cc1;15.0
CHEMBL1824076;Rattus norvegicus;COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(C(C)(C)C)cc4)c3)c2cc1OC;15.0
CHEMBL1824069;Rattus norvegicus;COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC;49.0
CHEMBL1824026;Rattus norvegicus;Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@@H](O)CN.Cl;9.0
CHEMBL1823925;Rattus norvegicus;COc1ccc2c(c1OC)C(C)(C)[N+]1=C(C2)c2cc3c(cc2CC1)OCO3.[Cl-];10.03
CHEMBL1823865;Rattus norvegicus;O=C(NC1CCCCC1)N1CCN(c2nc(-c3ccc4ccccc4n3)no2)CC1;24.0
CHEMBL1823863;Rattus norvegicus;Cn1c(-c2noc(N3CCN(C(=O)NC4CCCCC4)CC3)n2)nc2ccccc21;10.0
CHEMBL1823861;Rattus norvegicus;Cn1c(-c2noc(C3CCN(C(=O)NC4CCCCC4)CC3)n2)nc2ccccc21;59.0
CHEMBL1823817;Rattus norvegicus;COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O;2.6
CHEMBL1823584;Rattus norvegicus;O=C(Nc1ccccc1Cl)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1;38.0
CHEMBL1823411;Rattus norvegicus;O=C(c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)n2)cc1)N1CCC[C@H]1CN1CCCC1;13.0
CHEMBL1823410;Rattus norvegicus;Cn1nc(-c2ccc(C(=O)N3CCC[C@H]3CN3CCCC3)cc2)ccc1=O;45.0
CHEMBL1823342;Rattus norvegicus;CCN(CC)C(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)c3ccccc3-c3cccnc3)cc2F)CC1;6.0
CHEMBL1822792;Mus musculus;CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1;62.0
CHEMBL1822527;Rattus norvegicus;COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1;47.0
CHEMBL1822526;Rattus norvegicus;COc1cc(N2CCN(C[C@@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1;41.0
CHEMBL1822525;Rattus norvegicus;COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1;36.0
CHEMBL1822523;Rattus norvegicus;COc1cc(N2CCN(N3CCN(C)CC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1;38.0
CHEMBL1822522;Rattus norvegicus;COc1cc(N2CCN(N3CCOCC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1;34.0
CHEMBL1822521;Rattus norvegicus;COc1cc(N2CCN(C[C@@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1;6.0
CHEMBL1822520;Rattus norvegicus;COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1;8.0
CHEMBL1822515;Rattus norvegicus;COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nn12;4.0
CHEMBL1822246;Mus musculus;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(Br)c3c2)c1F;71.0
CHEMBL1822146;Rattus norvegicus;O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1;34.0
CHEMBL1822145;Rattus norvegicus;O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1;40.0
CHEMBL1822138;Rattus norvegicus;O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1;91.0
CHEMBL1822110;Mus musculus;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F;100.0
CHEMBL1822078;Mus musculus;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F;76.0
CHEMBL1822068;Mus musculus;CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F;13.0
CHEMBL1822067;Mus musculus;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F;48.0
CHEMBL1822054;Rattus norvegicus;CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1;46.0
CHEMBL1821753;Rattus norvegicus;COc1cc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)c2cc1OC.Cl;1.0
CHEMBL182174;Rattus norvegicus;C[C@H](Nc1nc(N)nc(NCCOc2ccccc2)n1)c1ccccc1;12.0
CHEMBL182066;Rattus norvegicus;O=C(Nc1ccc2[nH]c(=O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1;30.0
